date,Page view,Avg. page time,Bounce rate,is_peak_season,,,
2014/10/2,"2,273",00:00:44,24.94%,0,,,
2014/10/3,"2,248",00:00:39,23.99%,0,,,
2014/10/4,"2,575",00:00:48,31.17%,0,,,
2014/10/5,"2,650",00:00:44,27.25%,0,,,
2014/10/6,"2,154",00:00:37,23.97%,0,,,
2014/10/7,"2,353",00:00:38,22.83%,0,,,
2014/10/8,"1,904",00:00:36,24.43%,0,,,
2014/10/9,"1,436",00:00:35,20.83%,0,,,
2014/10/10,"1,121",00:00:33,23.11%,0,,,
2014/10/11,"1,580",00:00:33,25.00%,0,,,
2014/10/12,"1,452",00:00:37,23.65%,0,,,
2014/10/13,"1,916",00:00:31,22.41%,0,,,
2014/10/14,"1,739",00:00:36,18.87%,0,,,
2014/10/15,"2,211",00:00:45,23.76%,0,,,
2014/10/16,"1,766",00:00:38,21.64%,0,,,
2014/10/17,"2,058",00:00:38,21.26%,0,,,
2014/10/18,"1,113",00:00:32,25.83%,0,,,
2014/10/19,"1,583",00:00:37,24.19%,0,,,
2014/10/20,"1,626",00:00:42,21.82%,0,,,
2014/10/21,"1,854",00:00:36,22.44%,0,,,
2014/10/22,"2,395",00:00:36,24.26%,0,,,
2014/10/23,"2,365",00:00:44,28.08%,0,,,
2014/10/24,"1,800",00:00:43,28.04%,0,,,
2014/10/25,"1,330",00:00:45,29.52%,0,,,
2014/10/26,"1,526",00:00:43,26.22%,0,,,
2014/10/27,"1,648",00:00:48,26.42%,0,,,
2014/10/28,"1,305",00:00:33,32.17%,0,,,
2014/10/29,"1,664",00:00:46,22.87%,0,,,
2014/10/30,"1,982",00:00:26,20.39%,0,,,
2014/10/31,"1,158",00:00:42,30.22%,0,,,
2014/11/1,"1,619",00:00:31,22.18%,0,,,
2014/11/2,"2,059",00:00:38,26.03%,0,,,
2014/11/3,"2,123",00:00:33,24.19%,0,,,
2014/11/4,"1,751",00:00:35,22.38%,0,,,
2014/11/5,"1,740",00:00:37,23.82%,0,,,
2014/11/6,"1,823",00:00:38,22.94%,0,,,
2014/11/7,"1,350",00:00:39,20.61%,0,,,
2014/11/8,"1,012",00:00:41,31.78%,0,,,
2014/11/9,"1,278",00:00:44,25.48%,0,,,
2014/11/10,"1,272",00:00:35,23.60%,0,,,
2014/11/11,"1,329",00:00:39,23.62%,0,,,
2014/11/12,"1,231",00:00:42,18.43%,0,,,
2014/11/13,"1,380",00:00:33,27.74%,0,,,
2014/11/14,"1,231",00:00:46,30.00%,0,,,
2014/11/15,"1,500",00:00:45,24.64%,0,,,
2014/11/16,"2,062",00:00:43,21.10%,0,,,
2014/11/17,"2,639",00:00:36,19.62%,0,,,
2014/11/18,"1,821",00:00:39,21.75%,0,,,
2014/11/19,"1,828",00:00:38,27.44%,0,,,
2014/11/20,"2,567",00:00:35,22.84%,0,,,
2014/11/21,"1,625",00:00:45,22.14%,0,,,
2014/11/22,"1,371",00:00:34,23.11%,0,,,
2014/11/23,"1,739",00:00:39,30.19%,0,,,
2014/11/24,"1,803",00:00:44,26.57%,0,,,
2014/11/25,"2,419",00:00:37,22.59%,0,,,
2014/11/26,"3,069",00:00:41,20.31%,0,,,
2014/11/27,"2,384",00:00:37,19.68%,0,,,
2014/11/28,"1,752",00:00:44,25.26%,0,,,
2014/11/29,"1,104",00:00:43,24.76%,0,,,
2014/11/30,"1,617",00:00:41,20.56%,0,,,
2014/12/1,"1,619",00:00:40,24.22%,0,,,
2014/12/2,"1,810",00:00:25,17.87%,0,,,
2014/12/3,"2,336",00:00:37,21.53%,0,,,
2014/12/4,"2,323",00:00:33,24.27%,0,,,
2014/12/5,"2,275",00:00:41,28.02%,0,,,
2014/12/6,"2,110",00:00:45,27.32%,0,,,
2014/12/7,"1,693",00:00:42,23.57%,0,,,
2014/12/8,"2,048",00:00:36,21.07%,0,,,
2014/12/9,"1,911",00:00:30,26.09%,0,,,
2014/12/10,"1,937",00:00:48,27.16%,0,,,
2014/12/11,"1,970",00:00:46,22.94%,0,,,
2014/12/12,"1,490",00:00:42,22.42%,0,,,
2014/12/13,"1,540",00:00:32,26.13%,0,,,
2014/12/14,"2,030",00:00:38,24.15%,0,,,
2014/12/15,"4,377",00:00:36,28.25%,0,,,
2014/12/16,"4,774",00:00:43,42.08%,0,,,
2014/12/17,"2,989",00:00:40,32.37%,0,,,
2014/12/18,"2,081",00:00:40,27.79%,0,,,
2014/12/19,"2,179",00:00:41,27.17%,0,,,
2014/12/20,"1,456",00:00:35,33.24%,0,,,
2014/12/21,"1,767",00:01:04,32.77%,0,,,
2014/12/22,"1,880",00:00:50,23.72%,0,,,
2014/12/23,"2,003",00:00:49,25.94%,0,,,
2014/12/24,"1,577",00:00:41,24.92%,0,,,
2014/12/25,"1,850",00:00:35,23.88%,0,,,
2014/12/26,"1,665",00:00:51,30.58%,0,,,
2014/12/27,"1,988",00:00:50,29.16%,0,,,
2014/12/28,"2,501",00:01:05,24.36%,0,,,
2014/12/29,"1,234",00:00:32,23.62%,0,,,
2014/12/30,"2,396",00:00:38,24.47%,0,,,
2014/12/31,"1,892",00:00:37,25.55%,0,,,
2015/1/1,943,00:00:38,35.86%,0,,,
2015/1/2,934,00:00:38,32.69%,0,,,
2015/1/3,"1,067",00:00:41,29.74%,0,,,
2015/1/4,"1,261",00:00:40,23.68%,0,,,
2015/1/5,"1,138",00:00:38,21.43%,0,,,
2015/1/6,"1,439",00:00:46,22.07%,0,,,
2015/1/7,"2,029",00:00:40,19.83%,0,,,
2015/1/8,"1,735",00:00:33,25.78%,0,,,
2015/1/9,"1,532",00:00:44,24.62%,0,,,
2015/1/10,"1,560",00:00:52,28.26%,0,,,
2015/1/11,"1,478",00:00:38,35.12%,0,,,
2015/1/12,"2,527",00:00:43,31.05%,0,,,
2015/1/13,"1,455",00:00:45,23.84%,0,,,
2015/1/14,"1,592",00:00:42,30.03%,0,,,
2015/1/15,"1,259",00:00:35,26.93%,0,,,
2015/1/16,"1,198",00:01:00,27.70%,0,,,
2015/1/17,"1,235",00:00:51,26.19%,0,,,
2015/1/18,"1,415",00:00:54,27.48%,0,,,
2015/1/19,"1,166",00:01:04,23.08%,0,,,
2015/1/20,"1,309",00:01:01,25.85%,0,,,
2015/1/21,"1,093",00:00:41,26.13%,0,,,
2015/1/22,"1,843",00:00:49,29.57%,0,,,
2015/1/23,"1,389",00:00:55,22.91%,0,,,
2015/1/24,"1,071",00:00:41,32.16%,0,,,
2015/1/25,"1,522",00:00:44,29.35%,0,,,
2015/1/26,"1,785",00:00:40,25.07%,0,,,
2015/1/27,"1,647",00:00:40,27.04%,0,,,
2015/1/28,"1,765",00:00:49,24.54%,0,,,
2015/1/29,"1,835",00:00:29,20.70%,0,,,
2015/1/30,"1,942",00:00:39,20.31%,0,,,
2015/1/31,"1,431",00:00:29,28.42%,0,,,
2015/2/1,"3,906",00:00:37,26.53%,1,,,
2015/2/2,"2,742",00:00:42,27.41%,1,,,
2015/2/3,"3,013",00:00:44,20.98%,1,,,
2015/2/4,"2,776",00:00:44,26.30%,1,,,
2015/2/5,"3,510",00:00:40,23.09%,1,,,
2015/2/6,"3,060",00:00:42,23.44%,1,,,
2015/2/7,"2,902",00:00:43,25.80%,1,,,
2015/2/8,"5,179",00:00:45,35.44%,1,,,
2015/2/9,"18,185",00:00:44,16.49%,1,,,
2015/2/10,"10,403",00:00:42,25.10%,1,,,
2015/2/11,"7,366",00:00:39,20.58%,1,,,
2015/2/12,"4,875",00:00:43,21.07%,1,,,
2015/2/13,"4,920",00:00:42,23.54%,1,,,
2015/2/14,"3,451",00:00:39,22.93%,1,,,
2015/2/15,"3,547",00:00:42,33.26%,1,,,
2015/2/16,"4,255",00:00:52,25.18%,1,,,
2015/2/17,"3,680",00:00:46,25.98%,1,,,
2015/2/18,"3,105",00:00:50,23.43%,1,,,
2015/2/19,"2,427",00:00:48,25.33%,1,,,
2015/2/20,"3,204",00:00:46,27.25%,1,,,
2015/2/21,"3,909",00:00:43,31.18%,1,,,
2015/2/22,"3,849",00:00:45,24.51%,1,,,
2015/2/23,"4,891",00:00:37,19.15%,1,,,
2015/2/24,"3,665",00:00:43,23.83%,1,,,
2015/2/25,"14,650",00:00:30,16.09%,1,,,
2015/2/26,"47,204",00:00:32,21.20%,1,,,
2015/2/27,"26,770",00:00:40,19.58%,1,,,
2015/2/28,"18,631",00:00:40,44.54%,1,,,
2015/3/1,"14,026",00:00:39,23.44%,1,,,
2015/3/2,"11,088",00:00:40,24.72%,1,,,
2015/3/3,"9,871",00:00:40,24.66%,1,,,
2015/3/4,"7,314",00:00:36,26.86%,1,,,
2015/3/5,"8,984",00:00:38,25.11%,1,,,
2015/3/6,"7,265",00:00:41,22.37%,1,,,
2015/3/7,"6,613",00:00:42,24.24%,1,,,
2015/3/8,"8,255",00:00:46,26.19%,1,,,
2015/3/9,"7,622",00:00:40,28.35%,1,,,
2015/3/10,"5,544",00:00:39,30.53%,1,,,
2015/3/11,"5,915",00:00:41,27.66%,1,,,
2015/3/12,"6,004",00:00:43,24.53%,1,,,
2015/3/13,"8,755",00:00:41,27.04%,1,,,
2015/3/14,"25,820",00:00:39,28.81%,1,,,
2015/3/15,"28,895",00:00:35,26.97%,1,,,
2015/3/16,"16,784",00:00:34,24.33%,1,,,
2015/3/17,"12,224",00:00:34,26.36%,1,,,
2015/3/18,"9,064",00:00:36,24.72%,1,,,
2015/3/19,"7,801",00:00:44,29.21%,1,,,
2015/3/20,"4,576",00:00:37,26.78%,1,,,
2015/3/21,"4,043",00:00:38,26.82%,1,,,
2015/3/22,"3,973",00:00:40,26.47%,1,,,
2015/3/23,"3,360",00:00:37,25.52%,1,,,
2015/3/24,"3,623",00:00:48,26.79%,1,,,
2015/3/25,"2,955",00:00:38,24.10%,1,,,
2015/3/26,"4,448",00:00:34,24.96%,1,,,
2015/3/27,"5,408",00:00:43,21.20%,1,,,
2015/3/28,"4,531",00:00:40,21.75%,1,,,
2015/3/29,"4,871",00:00:47,26.01%,1,,,
2015/3/30,"3,967",00:00:48,24.29%,1,,,
2015/3/31,"4,123",00:00:44,25.71%,1,,,
2015/4/1,"3,405",00:00:40,22.13%,0,,,
2015/4/2,"4,690",00:00:41,33.49%,0,,,
2015/4/3,"3,149",00:00:40,25.31%,0,,,
2015/4/4,"2,681",00:00:36,30.61%,0,,,
2015/4/5,"2,426",00:00:33,29.03%,0,,,
2015/4/6,"3,675",00:00:34,24.59%,0,,,
2015/4/7,"3,205",00:00:42,19.67%,0,,,
2015/4/8,"3,438",00:00:45,31.18%,0,,,
2015/4/9,"3,291",00:00:38,31.83%,0,,,
2015/4/10,"4,063",00:00:39,31.47%,0,,,
2015/4/11,"2,733",00:00:35,31.24%,0,,,
2015/4/12,"2,245",00:00:42,40.05%,0,,,
2015/4/13,"3,061",00:00:52,35.17%,0,,,
2015/4/14,"2,495",00:00:34,26.23%,0,,,
2015/4/15,"2,686",00:00:41,30.94%,0,,,
2015/4/16,"2,518",00:00:41,23.51%,0,,,
2015/4/17,"3,280",00:00:33,24.54%,0,,,
2015/4/18,"3,346",00:00:37,31.17%,0,,,
2015/4/19,"3,984",00:00:43,30.58%,0,,,
2015/4/20,"2,559",00:00:42,25.00%,0,,,
2015/4/21,"2,685",00:00:35,20.11%,0,,,
2015/4/22,"2,761",00:00:46,24.57%,0,,,
2015/4/23,"6,178",00:00:30,26.67%,0,,,
2015/4/24,"3,778",00:00:35,28.32%,0,,,
2015/4/25,"2,947",00:00:47,36.09%,0,,,
2015/4/26,"3,021",00:00:43,29.91%,0,,,
2015/4/27,"5,641",00:00:36,27.01%,0,,,
2015/4/28,"3,772",00:00:32,23.83%,0,,,
2015/4/29,"2,714",00:00:39,29.26%,0,,,
2015/4/30,"2,430",00:00:39,29.38%,0,,,
2015/5/1,"2,123",00:00:35,25.95%,0,,,
2015/5/2,"2,162",00:00:42,29.08%,0,,,
2015/5/3,"2,374",00:00:41,28.31%,0,,,
2015/5/4,"3,268",00:00:52,28.73%,0,,,
2015/5/5,"3,650",00:00:37,26.95%,0,,,
2015/5/6,"6,264",00:00:38,33.62%,0,,,
2015/5/7,"6,317",00:00:47,40.94%,0,,,
2015/5/8,"4,794",00:00:41,44.15%,0,,,
2015/5/9,"4,345",00:00:43,40.67%,0,,,
2015/5/10,"2,644",00:00:46,32.84%,0,,,
2015/5/11,"3,072",00:00:47,29.32%,0,,,
2015/5/12,"3,091",00:00:53,40.56%,0,,,
2015/5/13,"4,070",00:00:54,52.75%,0,,,
2015/5/14,"3,874",00:00:49,31.75%,0,,,
2015/5/15,"2,406",00:00:50,30.52%,0,,,
2015/5/16,"1,716",00:00:37,31.29%,0,,,
2015/5/17,"2,671",00:00:43,31.66%,0,,,
2015/5/18,"3,144",00:00:41,29.39%,0,,,
2015/5/19,"3,284",00:00:47,27.37%,0,,,
2015/5/20,"4,211",00:00:43,27.74%,0,,,
2015/5/21,"5,703",00:00:34,25.90%,0,,,
2015/5/22,"3,863",00:00:48,27.79%,0,,,
2015/5/23,"4,880",00:00:36,28.02%,0,,,
2015/5/24,"6,851",00:00:53,35.96%,0,,,
2015/5/25,"8,344",00:00:58,50.29%,0,,,
2015/5/26,"11,132",00:00:46,47.08%,0,,,
2015/5/27,"9,653",00:00:43,44.70%,0,,,
2015/5/28,"6,057",00:00:41,46.96%,0,,,
2015/5/29,"3,162",00:00:35,35.66%,0,,,
2015/5/30,"2,369",00:00:45,39.01%,0,,,
2015/5/31,"3,600",00:00:45,37.01%,0,,,
2015/6/1,"4,464",00:00:37,30.03%,0,,,
2015/6/2,"3,433",00:00:47,34.66%,0,,,
2015/6/3,"3,002",00:00:38,31.32%,0,,,
2015/6/4,"3,091",00:00:46,28.63%,0,,,
2015/6/5,"2,760",00:00:51,35.27%,0,,,
2015/6/6,"5,272",00:00:30,25.97%,0,,,
2015/6/7,"5,357",00:00:38,23.33%,0,,,
2015/6/8,"2,224",00:00:43,26.24%,0,,,
2015/6/9,"5,488",00:00:43,38.56%,0,,,
2015/6/10,"9,343",00:00:47,55.07%,0,,,
2015/6/11,"3,183",00:00:36,44.62%,0,,,
2015/6/12,"2,534",00:00:40,41.61%,0,,,
2015/6/13,"2,486",00:00:40,37.29%,0,,,
2015/6/14,"2,748",00:00:54,28.67%,0,,,
2015/6/15,"3,372",00:00:51,31.63%,0,,,
2015/6/16,"7,990",00:00:39,44.87%,0,,,
2015/6/17,"2,898",00:00:44,26.13%,0,,,
2015/6/18,"4,627",00:00:31,26.72%,0,,,
2015/6/19,"2,220",00:00:38,34.01%,0,,,
2015/6/20,"1,515",00:00:55,34.05%,0,,,
2015/6/21,"2,120",00:00:47,34.74%,0,,,
2015/6/22,"3,456",00:00:43,26.11%,0,,,
2015/6/23,"3,361",00:00:40,27.40%,0,,,
2015/6/24,"3,306",00:00:38,27.88%,0,,,
2015/6/25,"3,506",00:00:44,27.59%,0,,,
2015/6/26,"9,153",00:00:44,46.50%,0,,,
2015/6/27,"4,769",00:00:39,44.00%,0,,,
2015/6/28,"2,764",00:00:43,32.67%,0,,,
2015/6/29,"2,864",00:00:50,38.62%,0,,,
2015/6/30,"4,067",00:00:51,26.40%,0,,,
2015/7/1,"4,034",00:00:51,28.81%,1,,,
2015/7/2,"5,470",00:00:50,51.74%,1,,,
2015/7/3,"3,583",00:01:02,41.36%,1,,,
2015/7/4,"3,386",00:00:46,41.80%,1,,,
2015/7/5,"2,981",00:00:47,32.32%,1,,,
2015/7/6,"2,998",00:00:43,25.11%,1,,,
2015/7/7,"3,359",00:00:44,25.68%,1,,,
2015/7/8,"3,681",00:00:43,29.20%,1,,,
2015/7/9,"4,666",00:00:41,26.05%,1,,,
2015/7/10,"6,877",00:00:36,33.48%,1,,,
2015/7/11,"3,901",00:00:36,28.94%,1,,,
2015/7/12,"3,702",00:00:44,28.63%,1,,,
2015/7/13,"7,605",00:00:49,31.82%,1,,,
2015/7/14,"11,522",00:00:45,27.18%,1,,,
2015/7/15,"7,852",00:00:45,24.44%,1,,,
2015/7/16,"8,729",00:00:47,30.12%,1,,,
2015/7/17,"21,423",00:00:44,25.82%,1,,,
2015/7/18,"25,174",00:00:45,41.52%,1,,,
2015/7/19,"19,491",00:00:41,36.94%,1,,,
2015/7/20,"32,207",00:00:44,23.17%,1,,,
2015/7/21,"31,960",00:00:46,30.57%,1,,,
2015/7/22,"29,168",00:00:48,35.74%,1,,,
2015/7/23,"39,180",00:00:43,30.53%,1,,,
2015/7/24,"31,682",00:00:43,26.94%,1,,,
2015/7/25,"21,421",00:00:44,29.27%,1,,,
2015/7/26,"20,470",00:00:44,29.38%,1,,,
2015/7/27,"17,558",00:00:43,27.38%,1,,,
2015/7/28,"10,059",00:00:42,35.19%,1,,,
2015/7/29,"6,511",00:00:46,33.59%,1,,,
2015/7/30,"6,903",00:00:50,35.32%,1,,,
2015/7/31,"5,973",00:00:44,29.52%,1,,,
2015/8/1,"8,602",00:00:36,32.73%,1,,,
2015/8/2,"3,849",00:00:41,36.24%,1,,,
2015/8/3,"3,733",00:00:51,30.65%,1,,,
2015/8/4,"7,907",00:00:37,31.24%,1,,,
2015/8/5,"5,643",00:00:48,26.93%,1,,,
2015/8/6,"6,137",00:00:44,27.90%,1,,,
2015/8/7,"6,300",00:00:39,28.38%,1,,,
2015/8/8,"4,575",00:00:51,30.11%,1,,,
2015/8/9,"3,275",00:00:42,36.90%,1,,,
2015/8/10,"4,733",00:00:43,35.95%,1,,,
2015/8/11,"4,353",00:00:42,27.15%,1,,,
2015/8/12,"6,652",00:00:49,37.56%,1,,,
2015/8/13,"6,391",00:00:40,29.99%,1,,,
2015/8/14,"4,787",00:00:41,40.60%,1,,,
2015/8/15,"3,651",00:00:46,39.36%,1,,,
2015/8/16,"4,790",00:00:50,32.35%,1,,,
2015/8/17,"6,039",00:00:40,34.05%,1,,,
2015/8/18,"3,316",00:00:50,30.54%,1,,,
2015/8/19,"4,110",00:00:44,27.89%,1,,,
2015/8/20,"3,155",00:00:50,29.80%,1,,,
2015/8/21,"4,200",00:00:45,27.22%,1,,,
2015/8/22,"4,529",00:00:47,33.92%,1,,,
2015/8/23,"4,223",00:00:43,37.82%,1,,,
2015/8/24,"3,829",00:00:50,34.97%,1,,,
2015/8/25,"3,612",00:00:42,30.86%,1,,,
2015/8/26,"7,252",00:00:47,41.99%,1,,,
2015/8/27,"8,419",00:00:50,48.39%,1,,,
2015/8/28,"5,081",00:00:40,35.87%,1,,,
2015/8/29,"4,003",00:00:45,43.28%,1,,,
2015/8/30,"3,944",00:00:45,33.38%,1,,,
2015/8/31,"4,756",00:00:45,26.10%,1,,,
2015/9/1,"3,224",00:00:46,30.59%,0,,,
2015/9/2,"3,732",00:00:44,28.45%,0,,,
2015/9/3,"6,088",00:00:43,29.49%,0,,,
2015/9/4,"4,575",00:00:43,36.61%,0,,,
2015/9/5,"5,458",00:00:50,46.72%,0,,,
2015/9/6,"6,641",00:00:52,49.45%,0,,,
2015/9/7,"6,819",00:00:43,41.72%,0,,,
2015/9/8,"13,337",00:00:31,43.34%,0,,,
2015/9/9,"6,384",00:00:37,38.28%,0,,,
2015/9/10,"7,110",00:00:33,38.45%,0,,,
2015/9/11,"12,065",00:00:26,32.47%,0,,,
2015/9/12,"3,302",00:00:50,35.83%,0,,,
2015/9/13,"5,254",00:00:45,34.38%,0,,,
2015/9/14,"4,748",00:00:45,28.89%,0,,,
2015/9/15,"3,953",00:00:47,30.87%,0,,,
2015/9/16,"3,739",00:00:43,32.41%,0,,,
2015/9/17,"5,830",00:00:43,39.59%,0,,,
2015/9/18,"6,519",00:00:53,43.72%,0,,,
2015/9/19,"6,726",00:00:50,43.34%,0,,,
2015/9/20,"4,848",00:00:50,41.16%,0,,,
2015/9/21,"6,696",00:00:44,35.51%,0,,,
2015/9/22,"5,545",00:00:44,40.95%,0,,,
2015/9/23,"4,946",00:00:39,32.16%,0,,,
2015/9/24,"5,587",00:00:44,34.71%,0,,,
2015/9/25,"11,008",00:00:43,43.27%,0,,,
2015/9/26,"11,305",00:00:47,53.35%,0,,,
2015/9/27,"11,835",00:00:50,52.22%,0,,,
2015/9/28,"23,847",00:00:53,48.74%,0,,,
2015/9/29,"24,026",00:00:55,50.08%,0,,,
2015/9/30,"15,995",00:00:43,46.51%,0,,,
2015/10/1,"7,328",00:00:40,38.61%,0,,,
2015/10/2,"5,497",00:00:46,39.34%,0,,,
2015/10/3,"7,066",00:00:50,46.82%,0,,,
2015/10/4,"7,483",00:00:52,46.89%,0,,,
2015/10/5,"8,193",00:00:44,31.86%,0,,,
2015/10/6,"5,883",00:00:42,34.05%,0,,,
2015/10/7,"6,863",00:00:41,34.74%,0,,,
2015/10/8,"6,145",00:00:40,32.96%,0,,,
2015/10/9,"4,590",00:00:46,34.84%,0,,,
2015/10/10,"4,203",00:00:42,34.26%,0,,,
2015/10/11,"5,536",00:00:48,41.16%,0,,,
2015/10/12,"5,005",00:00:42,37.49%,0,,,
2015/10/13,"4,060",00:00:42,29.31%,0,,,
2015/10/14,"4,457",00:00:37,32.40%,0,,,
2015/10/15,"3,787",00:00:40,37.92%,0,,,
2015/10/16,"4,003",00:00:45,31.93%,0,,,
2015/10/17,"5,665",00:00:45,46.03%,0,,,
2015/10/18,"9,962",00:00:48,44.70%,0,,,
2015/10/19,"11,577",00:00:45,44.65%,0,,,
2015/10/20,"7,024",00:00:39,37.13%,0,,,
2015/10/21,"5,987",00:00:42,37.32%,0,,,
2015/10/22,"5,696",00:00:50,31.98%,0,,,
2015/10/23,"6,860",00:00:38,35.09%,0,,,
2015/10/24,"5,743",00:00:51,40.77%,0,,,
2015/10/25,"5,301",00:00:46,36.99%,0,,,
2015/10/26,"5,482",00:00:42,33.79%,0,,,
2015/10/27,"5,229",00:00:41,30.91%,0,,,
2015/10/28,"4,625",00:00:48,32.07%,0,,,
2015/10/29,"7,043",00:00:36,30.84%,0,,,
2015/10/30,"6,032",00:00:49,38.19%,0,,,
2015/10/31,"9,399",00:00:42,44.29%,0,,,
2015/11/1,"12,593",00:00:47,48.94%,0,,,
2015/11/2,"7,324",00:00:42,39.79%,0,,,
2015/11/3,"8,099",00:00:44,40.21%,0,,,
2015/11/4,"7,398",00:00:52,38.07%,0,,,
2015/11/5,"6,782",00:00:50,35.97%,0,,,
2015/11/6,"6,307",00:00:49,36.91%,0,,,
2015/11/7,"4,636",00:00:46,33.30%,0,,,
2015/11/8,"4,960",00:00:50,37.55%,0,,,
2015/11/9,"6,749",00:00:49,35.95%,0,,,
2015/11/10,"8,638",00:00:47,39.01%,0,,,
2015/11/11,"8,665",00:00:43,35.41%,0,,,
2015/11/12,"5,559",00:00:52,32.27%,0,,,
2015/11/13,"5,634",00:00:50,35.45%,0,,,
2015/11/14,"5,212",00:00:44,35.31%,0,,,
2015/11/15,"6,841",00:00:44,32.12%,0,,,
2015/11/16,"11,699",00:00:47,38.62%,0,,,
2015/11/17,"9,257",00:00:45,44.89%,0,,,
2015/11/18,"8,491",00:00:47,34.90%,0,,,
2015/11/19,"11,130",00:00:46,34.39%,0,,,
2015/11/20,"8,094",00:00:43,36.71%,0,,,
2015/11/21,"7,379",00:00:50,40.54%,0,,,
2015/11/22,"9,374",00:00:53,43.38%,0,,,
2015/11/23,"7,031",00:00:40,37.42%,0,,,
2015/11/24,"9,000",00:00:36,32.13%,0,,,
2015/11/25,"7,390",00:00:41,32.59%,0,,,
2015/11/26,"11,802",00:00:42,34.19%,0,,,
2015/11/27,"12,071",00:00:38,35.23%,0,,,
2015/11/28,"10,109",00:00:43,34.43%,0,,,
2015/11/29,"8,099",00:00:43,30.88%,0,,,
2015/11/30,"11,217",00:00:43,35.65%,0,,,
2015/12/1,"9,331",00:00:39,42.27%,0,,,
2015/12/2,"8,634",00:00:44,32.77%,0,,,
2015/12/3,"7,298",00:00:49,32.78%,0,,,
2015/12/4,"7,476",00:00:45,30.83%,0,,,
2015/12/5,"6,721",00:00:46,33.19%,0,,,
2015/12/6,"9,224",00:00:47,34.68%,0,,,
2015/12/7,"11,281",00:00:42,29.99%,0,,,
2015/12/8,"10,980",00:00:41,32.84%,0,,,
2015/12/9,"10,788",00:00:40,36.43%,0,,,
2015/12/10,"12,760",00:00:42,31.68%,0,,,
2015/12/11,"8,697",00:00:45,32.50%,0,,,
2015/12/12,"6,582",00:00:41,33.50%,0,,,
