date,Page view,Avg. page time,Bounce rate,is_peak_season,,,
2015/12/13,"8,414",00:00:42,29.45%,0,,,
2015/12/14,"11,317",00:00:35,27.64%,0,,,
2015/12/15,"8,574",00:00:41,29.78%,0,,,
2015/12/16,"10,233",00:00:35,29.07%,0,,,
2015/12/17,"7,125",00:00:38,28.38%,0,,,
2015/12/18,"9,611",00:00:37,30.92%,0,,,
2015/12/19,"6,683",00:00:45,40.26%,0,,,
2015/12/20,"6,229",00:00:41,27.97%,0,,,
2015/12/21,"7,591",00:00:40,28.40%,0,,,
2015/12/22,"8,711",00:00:41,28.35%,0,,,
2015/12/23,"9,232",00:00:42,39.27%,0,,,
2015/12/24,"6,204",00:00:39,30.73%,0,,,
2015/12/25,"6,397",00:00:41,31.25%,0,,,
2015/12/26,"6,546",00:00:49,32.64%,0,,,
2015/12/27,"8,388",00:00:47,44.75%,0,,,
2015/12/28,"8,740",00:00:43,40.38%,0,,,
2015/12/29,"8,962",00:00:40,34.40%,0,,,
2015/12/30,"6,356",00:00:38,34.09%,0,,,
2015/12/31,"7,023",00:00:35,43.22%,0,,,
2016/1/1,"5,515",00:00:39,32.13%,0,,,
2016/1/2,"7,356",00:00:41,37.35%,0,,,
2016/1/3,"12,437",00:00:43,47.60%,0,,,
2016/1/4,"9,869",00:00:49,41.93%,0,,,
2016/1/5,"10,630",00:00:46,42.61%,0,,,
2016/1/6,"11,239",00:00:37,35.10%,0,,,
2016/1/7,"11,636",00:00:36,29.39%,0,,,
2016/1/8,"8,433",00:00:39,30.35%,0,,,
2016/1/9,"9,749",00:00:42,40.81%,0,,,
2016/1/10,"12,529",00:00:39,41.39%,0,,,
2016/1/11,"11,350",00:00:39,42.12%,0,,,
2016/1/12,"11,093",00:00:41,36.10%,0,,,
2016/1/13,"12,010",00:00:41,43.84%,0,,,
2016/1/14,"8,565",00:00:45,42.29%,0,,,
2016/1/15,"10,609",00:00:35,34.22%,0,,,
2016/1/16,"7,246",00:00:44,41.83%,0,,,
2016/1/17,"7,406",00:00:42,43.10%,0,,,
2016/1/18,"7,301",00:00:41,35.90%,0,,,
2016/1/19,"6,688",00:00:43,33.69%,0,,,
2016/1/20,"7,890",00:00:44,32.95%,0,,,
2016/1/21,"8,441",00:00:44,37.31%,0,,,
2016/1/22,"15,321",00:00:47,34.32%,0,,,
2016/1/23,"11,259",00:00:44,33.49%,0,,,
2016/1/24,"20,623",00:00:37,25.86%,0,,,
2016/1/25,"22,615",00:00:40,25.93%,0,,,
2016/1/26,"28,945",00:00:37,27.66%,0,,,
2016/1/27,"20,877",00:00:40,26.43%,0,,,
2016/1/28,"20,340",00:00:43,26.95%,0,,,
2016/1/29,"18,554",00:00:41,28.62%,0,,,
2016/1/30,"13,507",00:00:45,31.47%,0,,,
2016/1/31,"11,423",00:00:44,31.13%,0,,,
2016/2/1,"15,500",00:00:41,28.36%,1,,,
2016/2/2,"21,624",00:00:39,22.16%,1,,,
2016/2/3,"22,538",00:00:40,25.84%,1,,,
2016/2/4,"19,061",00:00:41,23.99%,1,,,
2016/2/5,"13,683",00:00:43,27.56%,1,,,
2016/2/6,"11,289",00:00:46,30.64%,1,,,
2016/2/7,"9,391",00:00:43,33.08%,1,,,
2016/2/8,"7,963",00:00:41,32.08%,1,,,
2016/2/9,"9,716",00:00:44,40.55%,1,,,
2016/2/10,"11,027",00:00:45,38.71%,1,,,
2016/2/11,"15,919",00:00:43,29.94%,1,,,
2016/2/12,"15,534",00:00:44,28.24%,1,,,
2016/2/13,"20,798",00:00:42,29.09%,1,,,
2016/2/14,"26,605",00:00:43,30.65%,1,,,
2016/2/15,"31,996",00:00:40,13.49%,1,,,
2016/2/16,"41,458",00:00:35,6.49%,1,,,
2016/2/17,"42,656",00:00:38,5.55%,1,,,
2016/2/18,"84,606",00:00:38,5.61%,1,,,
2016/2/19,"114,058",00:00:39,4.56%,1,,,
2016/2/20,"97,422",00:00:40,5.47%,1,,,
2016/2/21,"127,055",00:00:42,5.17%,1,,,
2016/2/22,"118,677",00:00:42,6.09%,1,,,
2016/2/23,"110,115",00:00:44,5.53%,1,,,
2016/2/24,"97,562",00:00:41,6.78%,1,,,
2016/2/25,"72,941",00:00:43,6.86%,1,,,
2016/2/26,"65,242",00:00:46,6.00%,1,,,
2016/2/27,"54,054",00:00:41,6.15%,1,,,
2016/2/28,"58,618",00:00:38,5.44%,1,,,
2016/2/29,"66,350",00:00:40,6.34%,1,,,
2016/3/1,"46,914",00:00:40,6.82%,1,,,
2016/3/2,"45,594",00:00:40,7.60%,1,,,
2016/3/3,"42,875",00:00:36,7.70%,1,,,
2016/3/4,"31,106",00:00:39,7.72%,1,,,
2016/3/5,"29,117",00:00:45,7.63%,1,,,
2016/3/6,"32,851",00:00:45,7.53%,1,,,
2016/3/7,"26,159",00:00:36,8.65%,1,,,
2016/3/8,"30,467",00:00:38,7.88%,1,,,
2016/3/9,"30,571",00:00:39,7.05%,1,,,
2016/3/10,"26,194",00:00:34,8.48%,1,,,
2016/3/11,"27,749",00:00:37,8.40%,1,,,
2016/3/12,"28,803",00:00:43,6.63%,1,,,
2016/3/13,"35,424",00:00:41,6.33%,1,,,
2016/3/14,"25,669",00:00:38,7.80%,1,,,
2016/3/15,"21,020",00:00:41,7.84%,1,,,
2016/3/16,"25,807",00:00:38,6.81%,1,,,
2016/3/17,"34,328",00:00:42,6.64%,1,,,
2016/3/18,"33,426",00:00:37,7.05%,1,,,
2016/3/19,"33,007",00:00:40,6.70%,1,,,
2016/3/20,"35,091",00:00:42,7.64%,1,,,
2016/3/21,"29,002",00:00:42,6.59%,1,,,
2016/3/22,"39,534",00:00:38,6.14%,1,,,
2016/3/23,"29,221",00:00:41,7.14%,1,,,
2016/3/24,"24,457",00:00:41,7.73%,1,,,
2016/3/25,"19,498",00:00:42,8.27%,1,,,
2016/3/26,"18,617",00:00:44,8.73%,1,,,
2016/3/27,"22,567",00:00:46,7.32%,1,,,
2016/3/28,"18,641",00:00:38,8.88%,1,,,
2016/3/29,"33,991",00:00:40,5.92%,1,,,
2016/3/30,"54,864",00:00:44,6.45%,1,,,
2016/3/31,"31,358",00:00:43,8.45%,1,,,
2016/4/1,"21,752",00:00:43,9.39%,0,,,
2016/4/2,"25,245",00:00:46,8.30%,0,,,
2016/4/3,"28,607",00:00:45,7.30%,0,,,
2016/4/4,"22,949",00:00:46,8.89%,0,,,
2016/4/5,"32,312",00:00:44,8.32%,0,,,
2016/4/6,"22,227",00:00:44,9.32%,0,,,
2016/4/7,"21,349",00:00:41,9.18%,0,,,
2016/4/8,"22,613",00:00:42,8.71%,0,,,
2016/4/9,"18,317",00:00:45,9.58%,0,,,
2016/4/10,"21,195",00:00:41,8.90%,0,,,
2016/4/11,"14,118",00:00:39,9.55%,0,,,
2016/4/12,"16,451",00:00:35,9.08%,0,,,
2016/4/13,"17,472",00:00:38,9.07%,0,,,
2016/4/14,"19,655",00:00:39,8.79%,0,,,
2016/4/15,"21,196",00:00:41,9.32%,0,,,
2016/4/16,"15,390",00:00:40,9.91%,0,,,
2016/4/17,"17,281",00:00:39,8.70%,0,,,
2016/4/18,"13,526",00:00:39,9.35%,0,,,
2016/4/19,"13,935",00:00:38,9.85%,0,,,
2016/4/20,"11,666",00:00:37,8.38%,0,,,
2016/4/21,"14,174",00:00:40,8.35%,0,,,
2016/4/22,"14,200",00:00:40,8.65%,0,,,
2016/4/23,"14,474",00:00:44,8.88%,0,,,
2016/4/24,"16,388",00:00:38,9.50%,0,,,
2016/4/25,"19,804",00:00:33,8.33%,0,,,
2016/4/26,"14,388",00:00:39,10.72%,0,,,
2016/4/27,"18,016",00:00:39,9.28%,0,,,
2016/4/28,"14,753",00:00:40,10.14%,0,,,
2016/4/29,"12,194",00:00:38,9.92%,0,,,
2016/4/30,"11,519",00:00:42,9.01%,0,,,
2016/5/1,"12,588",00:00:39,9.64%,0,,,
2016/5/2,"17,314",00:00:38,7.97%,0,,,
2016/5/3,"19,287",00:00:37,7.52%,0,,,
2016/5/4,"14,905",00:00:40,8.70%,0,,,
2016/5/5,"17,082",00:00:35,9.16%,0,,,
2016/5/6,"13,779",00:00:33,9.44%,0,,,
2016/5/7,"12,315",00:00:43,8.38%,0,,,
2016/5/8,"12,245",00:00:41,7.50%,0,,,
2016/5/9,"10,876",00:00:45,10.00%,0,,,
2016/5/10,"14,313",00:00:42,8.09%,0,,,
2016/5/11,"14,114",00:00:41,9.09%,0,,,
2016/5/12,"20,836",00:00:39,8.15%,0,,,
2016/5/13,"22,020",00:00:42,7.65%,0,,,
2016/5/14,"20,967",00:00:42,8.33%,0,,,
2016/5/15,"21,726",00:00:47,7.75%,0,,,
2016/5/16,"20,920",00:00:38,9.77%,0,,,
2016/5/17,"18,403",00:00:36,8.12%,0,,,
2016/5/18,"17,022",00:00:39,9.54%,0,,,
2016/5/19,"20,364",00:00:37,9.47%,0,,,
2016/5/20,"20,402",00:00:36,9.11%,0,,,
2016/5/21,"17,771",00:00:42,9.90%,0,,,
2016/5/22,"21,919",00:00:41,9.11%,0,,,
2016/5/23,"19,123",00:00:41,9.34%,0,,,
2016/5/24,"17,319",00:00:41,9.80%,0,,,
2016/5/25,"20,371",00:00:32,10.97%,0,,,
2016/5/26,"16,342",00:00:34,9.07%,0,,,
2016/5/27,"16,175",00:00:38,10.24%,0,,,
2016/5/28,"12,133",00:00:42,10.49%,0,,,
2016/5/29,"13,773",00:00:39,9.46%,0,,,
2016/5/30,"14,593",00:00:40,10.06%,0,,,
2016/5/31,"16,900",00:00:31,9.01%,0,,,
2016/6/1,"20,463",00:00:34,8.48%,0,,,
2016/6/2,"17,498",00:00:37,8.55%,0,,,
2016/6/3,"19,162",00:00:34,10.08%,0,,,
2016/6/4,"12,707",00:00:37,9.13%,0,,,
2016/6/5,"15,038",00:00:41,10.45%,0,,,
2016/6/6,"22,197",00:00:31,10.41%,0,,,
2016/6/7,"15,466",00:00:34,9.63%,0,,,
2016/6/8,"12,344",00:00:38,9.60%,0,,,
2016/6/9,"10,219",00:00:41,10.68%,0,,,
2016/6/10,"10,950",00:00:41,10.22%,0,,,
2016/6/11,"10,787",00:00:42,8.98%,0,,,
2016/6/12,"16,814",00:00:41,8.12%,0,,,
2016/6/13,"19,156",00:00:36,9.04%,0,,,
2016/6/14,"20,937",00:00:37,8.02%,0,,,
2016/6/15,"19,957",00:00:42,8.97%,0,,,
2016/6/16,"22,291",00:00:38,7.71%,0,,,
2016/6/17,"22,579",00:00:35,7.95%,0,,,
2016/6/18,"16,824",00:00:38,8.75%,0,,,
2016/6/19,"14,729",00:00:39,8.16%,0,,,
2016/6/20,"18,512",00:00:30,10.03%,0,,,
2016/6/21,"17,710",00:00:32,9.67%,0,,,
2016/6/22,"12,939",00:00:36,10.97%,0,,,
2016/6/23,"16,796",00:00:30,8.42%,0,,,
2016/6/24,"11,381",00:00:40,10.21%,0,,,
2016/6/25,"9,480",00:00:41,12.70%,0,,,
2016/6/26,"8,239",00:00:40,10.18%,0,,,
2016/6/27,"10,548",00:00:39,11.29%,0,,,
2016/6/28,"10,383",00:00:36,9.53%,0,,,
2016/6/29,"11,555",00:00:35,10.74%,0,,,
2016/6/30,"15,992",00:00:33,9.84%,0,,,
2016/7/1,"14,031",00:00:33,9.83%,1,,,
2016/7/2,"12,401",00:00:34,9.11%,1,,,
2016/7/3,"13,402",00:00:38,8.22%,1,,,
2016/7/4,"15,727",00:00:39,9.38%,1,,,
2016/7/5,"13,604",00:00:38,10.05%,1,,,
2016/7/6,"13,754",00:00:38,10.10%,1,,,
2016/7/7,"13,866",00:00:38,10.43%,1,,,
2016/7/8,"18,484",00:00:41,8.91%,1,,,
2016/7/9,"15,963",00:00:37,9.26%,1,,,
2016/7/10,"15,304",00:00:38,9.00%,1,,,
2016/7/11,"15,378",00:00:44,10.39%,1,,,
2016/7/12,"15,640",00:00:40,10.04%,1,,,
2016/7/13,"13,734",00:00:41,10.30%,1,,,
2016/7/14,"16,488",00:00:45,10.44%,1,,,
2016/7/15,"21,537",00:00:42,9.84%,1,,,
2016/7/16,"19,013",00:00:37,11.39%,1,,,
2016/7/17,"24,437",00:00:38,10.38%,1,,,
2016/7/18,"66,159",00:00:43,7.77%,1,,,
2016/7/19,"79,297",00:00:43,7.65%,1,,,
2016/7/20,"81,585",00:00:45,8.06%,1,,,
2016/7/21,"63,850",00:00:43,7.13%,1,,,
2016/7/22,"60,757",00:00:39,8.18%,1,,,
2016/7/23,"45,436",00:00:45,8.18%,1,,,
2016/7/24,"46,313",00:00:45,7.31%,1,,,
2016/7/25,"50,000",00:00:46,8.25%,1,,,
2016/7/26,"46,370",00:00:46,7.98%,1,,,
2016/7/27,"40,456",00:00:41,8.04%,1,,,
2016/7/28,"22,038",00:00:42,9.59%,1,,,
2016/7/29,"13,776",00:00:42,9.81%,1,,,
2016/7/30,"12,802",00:00:37,10.49%,1,,,
2016/7/31,"13,203",00:00:40,9.75%,1,,,
2016/8/1,"16,001",00:00:40,9.94%,1,,,
2016/8/2,"17,424",00:00:39,9.97%,1,,,
2016/8/3,"16,522",00:00:40,10.87%,1,,,
2016/8/4,"21,074",00:00:35,10.09%,1,,,
2016/8/5,"7,309",00:01:21,65.83%,1,,,
2016/8/6,"6,863",00:01:21,66.87%,1,,,
2016/8/7,"7,028",00:01:20,65.53%,1,,,
2016/8/8,"17,544",00:01:20,65.53%,1,,,
2016/8/9,"12,427",00:01:22,67.80%,1,,,
2016/8/10,"10,292",00:01:25,67.18%,1,,,
2016/8/11,"10,425",00:01:21,66.42%,1,,,
2016/8/12,"10,228",00:01:27,65.80%,1,,,
2016/8/13,"9,566",00:01:18,65.12%,1,,,
2016/8/14,"10,824",00:01:06,60.44%,1,,,
2016/8/15,"8,872",00:01:18,61.87%,1,,,
2016/8/16,"8,515",00:01:31,62.65%,1,,,
2016/8/17,"8,788",00:01:23,65.21%,1,,,
2016/8/18,"10,059",00:01:16,61.40%,1,,,
2016/8/19,"8,195",00:01:23,65.18%,1,,,
2016/8/20,"6,879",00:01:23,70.13%,1,,,
2016/8/21,"6,064",00:01:28,65.64%,1,,,
2016/8/22,"9,524",00:01:17,63.88%,1,,,
2016/8/23,"7,103",00:01:28,64.95%,1,,,
2016/8/24,"7,318",00:01:20,65.32%,1,,,
2016/8/25,"6,231",00:01:22,65.03%,1,,,
2016/8/26,"5,957",00:01:31,66.18%,1,,,
2016/8/27,"5,970",00:01:23,65.87%,1,,,
2016/8/28,"7,136",00:01:17,61.51%,1,,,
2016/8/29,"6,583",00:01:23,65.78%,1,,,
2016/8/30,"6,795",00:01:21,66.20%,1,,,
2016/8/31,"8,167",00:01:15,65.28%,1,,,
2016/9/1,"7,994",00:01:11,64.09%,0,,,
2016/9/2,"7,432",00:01:17,66.21%,0,,,
2016/9/3,"7,951",00:01:17,66.68%,0,,,
2016/9/4,"8,320",00:01:28,65.24%,0,,,
2016/9/5,"8,531",00:01:18,66.22%,0,,,
2016/9/6,"12,475",00:00:59,62.51%,0,,,
2016/9/7,"10,559",00:01:03,65.52%,0,,,
2016/9/8,"7,691",00:01:07,68.63%,0,,,
2016/9/9,"11,422",00:01:00,61.33%,0,,,
2016/9/10,"7,713",00:01:13,66.61%,0,,,
2016/9/11,"7,087",00:01:26,64.36%,0,,,
2016/9/12,"8,905",00:01:08,66.09%,0,,,
2016/9/13,"5,636",00:01:21,67.13%,0,,,
2016/9/14,"7,251",00:01:18,61.95%,0,,,
2016/9/15,"6,847",00:01:18,63.03%,0,,,
2016/9/16,"5,546",00:01:40,68.11%,0,,,
2016/9/17,"11,936",00:01:35,68.91%,0,,,
2016/9/18,"8,783",00:01:28,66.22%,0,,,
2016/9/19,"7,714",00:01:05,66.96%,0,,,
2016/9/20,"7,561",00:01:28,70.43%,0,,,
2016/9/21,"8,988",00:01:29,72.68%,0,,,
2016/9/22,"8,684",00:01:19,70.43%,0,,,
2016/9/23,"7,241",00:01:15,61.54%,0,,,
2016/9/24,"8,944",00:01:20,66.03%,0,,,
2016/9/25,"8,640",00:01:27,67.37%,0,,,
2016/9/26,"7,982",00:01:19,69.52%,0,,,
2016/9/27,"8,118",00:01:36,68.43%,0,,,
2016/9/28,"7,896",00:01:25,68.36%,0,,,
2016/9/29,"5,031",00:01:25,70.09%,0,,,
2016/9/30,"6,134",00:01:07,63.87%,0,,,
2016/10/1,"7,059",00:01:21,63.76%,0,,,
2016/10/2,"6,709",00:01:16,65.81%,0,,,
2016/10/3,"6,128",00:01:24,65.88%,0,,,
2016/10/4,"6,643",00:01:22,68.22%,0,,,
2016/10/5,"6,326",00:01:23,66.36%,0,,,
2016/10/6,"8,407",00:01:13,62.18%,0,,,
2016/10/7,"10,130",00:01:01,58.70%,0,,,
2016/10/8,"10,260",00:01:23,71.44%,0,,,
2016/10/9,"7,542",00:01:19,66.73%,0,,,
2016/10/10,"7,473",00:01:18,68.16%,0,,,
2016/10/11,"6,442",00:01:27,67.88%,0,,,
2016/10/12,"6,272",00:01:18,65.53%,0,,,
2016/10/13,"6,232",00:01:22,66.42%,0,,,
2016/10/14,"6,124",00:01:10,64.96%,0,,,
2016/10/15,"6,649",00:01:19,68.49%,0,,,
2016/10/16,"8,691",00:01:22,67.58%,0,,,
2016/10/17,"9,083",00:00:55,57.94%,0,,,
2016/10/18,"7,762",00:01:03,60.93%,0,,,
2016/10/19,"9,323",00:00:53,54.01%,0,,,
2016/10/20,"7,639",00:01:33,66.18%,0,,,
2016/10/21,"9,492",00:01:00,64.26%,0,,,
2016/10/22,"7,082",00:01:13,62.71%,0,,,
2016/10/23,"8,259",00:01:25,64.60%,0,,,
2016/10/24,"7,770",00:01:25,69.13%,0,,,
2016/10/25,"7,719",00:01:10,67.04%,0,,,
2016/10/26,"7,265",00:01:11,66.75%,0,,,
2016/10/27,"7,881",00:01:24,70.42%,0,,,
2016/10/28,"7,396",00:01:17,69.86%,0,,,
2016/10/29,"8,391",00:01:25,69.43%,0,,,
2016/10/30,"7,235",00:01:30,66.29%,0,,,
2016/10/31,"6,678",00:01:26,65.64%,0,,,
2016/11/1,"7,871",00:01:07,64.02%,0,,,
2016/11/2,"8,335",00:01:01,63.90%,0,,,
2016/11/3,"9,625",00:01:17,62.16%,0,,,
2016/11/4,"14,081",00:01:09,67.23%,0,,,
2016/11/5,"14,048",00:01:11,70.91%,0,,,
2016/11/6,"10,322",00:01:22,65.35%,0,,,
2016/11/7,"8,653",00:01:20,65.58%,0,,,
2016/11/8,"13,918",00:01:06,61.57%,0,,,
2016/11/9,"6,960",00:01:14,63.04%,0,,,
2016/11/10,"7,355",00:01:21,61.34%,0,,,
2016/11/11,"7,085",00:01:29,67.61%,0,,,
2016/11/12,"8,199",00:01:20,66.77%,0,,,
2016/11/13,"9,855",00:01:24,68.26%,0,,,
2016/11/14,"11,839",00:01:13,67.53%,0,,,
2016/11/15,"9,783",00:01:20,69.00%,0,,,
2016/11/16,"7,821",00:01:20,65.73%,0,,,
2016/11/17,"8,514",00:01:24,63.27%,0,,,
2016/11/18,"10,029",00:01:16,66.72%,0,,,
2016/11/19,"13,793",00:01:16,74.35%,0,,,
2016/11/20,"9,902",00:01:22,64.87%,0,,,
2016/11/21,"13,329",00:01:14,61.97%,0,,,
2016/11/22,"9,955",00:01:26,69.95%,0,,,
2016/11/23,"12,662",00:01:05,59.15%,0,,,
2016/11/24,"9,059",00:01:14,61.14%,0,,,
2016/11/25,"8,152",00:01:16,61.24%,0,,,
2016/11/26,"7,784",00:01:21,64.33%,0,,,
2016/11/27,"11,195",00:01:22,60.91%,0,,,
2016/11/28,"9,697",00:01:16,62.07%,0,,,
2016/11/29,"9,343",00:01:17,66.10%,0,,,
2016/11/30,"11,742",00:01:17,57.50%,0,,,
2016/12/1,"10,531",00:01:14,57.61%,0,,,
2016/12/2,"9,318",00:01:30,59.19%,0,,,
2016/12/3,"7,978",00:01:23,63.93%,0,,,
2016/12/4,"9,705",00:01:28,62.01%,0,,,
2016/12/5,"14,933",00:01:06,60.28%,0,,,
2016/12/6,"16,592",00:01:14,61.31%,0,,,
2016/12/7,"12,299",00:01:17,67.05%,0,,,
2016/12/8,"8,716",00:01:26,65.63%,0,,,
2016/12/9,"7,889",00:01:27,61.97%,0,,,
2016/12/10,"7,818",00:01:33,66.58%,0,,,
2016/12/11,"11,934",00:01:27,64.83%,0,,,
2016/12/12,"11,299",00:01:27,63.30%,0,,,
2016/12/13,"10,345",00:01:16,63.46%,0,,,
2016/12/14,"10,186",00:01:32,66.45%,0,,,
2016/12/15,"11,634",00:01:26,72.19%,0,,,
2016/12/16,"10,508",00:01:09,62.27%,0,,,
2016/12/17,"7,232",00:01:29,64.13%,0,,,
2016/12/18,"8,570",00:01:26,63.77%,0,,,
2016/12/19,"8,340",00:01:24,64.26%,0,,,
2016/12/20,"8,119",00:01:24,65.21%,0,,,
2016/12/21,"9,797",00:01:25,63.73%,0,,,
2016/12/22,"9,513",00:01:27,63.87%,0,,,
2016/12/23,"8,804",00:01:27,65.73%,0,,,
2016/12/24,"6,923",00:01:33,64.27%,0,,,
2016/12/25,"8,587",00:01:31,61.97%,0,,,
2016/12/26,"11,900",00:01:16,60.20%,0,,,
2016/12/27,"11,849",00:01:13,61.23%,0,,,
2016/12/28,"8,434",00:01:17,63.23%,0,,,
2016/12/29,"8,960",00:01:16,62.12%,0,,,
2016/12/30,"8,228",00:01:33,64.42%,0,,,
2016/12/31,"8,538",00:01:27,68.02%,0,,,
2017/1/1,"6,868",00:01:34,64.26%,0,,,
2017/1/2,"10,184",00:01:27,62.62%,0,,,
2017/1/3,"9,271",00:01:22,63.99%,0,,,
2017/1/4,"8,145",00:01:29,65.19%,0,,,
2017/1/5,"7,910",00:01:34,63.92%,0,,,
2017/1/6,"9,863",00:01:29,64.22%,0,,,
2017/1/7,"10,111",00:01:33,67.86%,0,,,
2017/1/8,"10,496",00:01:31,62.70%,0,,,
2017/1/9,"8,616",00:01:29,64.75%,0,,,
2017/1/10,"8,188",00:01:27,64.22%,0,,,
2017/1/11,"8,180",00:01:26,64.71%,0,,,
2017/1/12,"9,861",00:01:18,62.81%,0,,,
2017/1/13,"8,312",00:01:29,65.25%,0,,,
2017/1/14,"7,361",00:01:44,68.30%,0,,,
2017/1/15,"7,697",00:01:38,65.93%,0,,,
2017/1/16,"6,991",00:01:22,66.86%,0,,,
2017/1/17,"6,933",00:01:29,66.67%,0,,,
2017/1/18,"8,517",00:01:30,68.10%,0,,,
2017/1/19,"9,797",00:01:32,70.47%,0,,,
2017/1/20,"8,953",00:01:35,70.71%,0,,,
2017/1/21,"7,993",00:01:29,68.10%,0,,,
2017/1/22,"9,838",00:01:28,61.76%,0,,,
2017/1/23,"13,969",00:01:20,55.66%,0,,,
2017/1/24,"13,080",00:01:27,58.11%,0,,,
2017/1/25,"12,049",00:01:22,56.10%,0,,,
2017/1/26,"9,983",00:01:28,62.31%,0,,,
2017/1/27,"8,310",00:01:29,71.53%,0,,,
2017/1/28,"6,606",00:01:40,63.06%,0,,,
2017/1/29,"7,242",00:01:26,62.72%,0,,,
2017/1/30,"8,426",00:01:27,57.66%,0,,,
2017/1/31,"27,645",00:01:15,47.96%,0,,,
2017/2/1,"45,810",00:01:15,41.24%,1,,,
2017/2/2,"33,267",00:01:21,45.60%,1,,,
2017/2/3,"23,133",00:01:23,53.14%,1,,,
2017/2/4,"18,769",00:01:27,57.86%,1,,,
2017/2/5,"17,899",00:01:34,55.08%,1,,,
2017/2/6,"21,659",00:01:30,56.39%,1,,,
2017/2/7,"20,641",00:01:30,57.77%,1,,,
2017/2/8,"19,613",00:01:29,56.17%,1,,,
2017/2/9,"17,825",00:01:37,54.36%,1,,,
2017/2/10,"16,738",00:01:39,58.58%,1,,,
2017/2/11,"16,280",00:01:33,59.20%,1,,,
2017/2/12,"22,104",00:01:32,54.03%,1,,,
2017/2/13,"23,965",00:01:22,53.47%,1,,,
2017/2/14,"24,133",00:01:19,54.76%,1,,,
2017/2/15,"34,134",00:01:14,52.76%,1,,,
2017/2/16,"105,383",00:00:45,30.97%,1,,,
2017/2/17,"109,812",00:01:10,45.98%,1,,,
2017/2/18,"67,439",00:01:19,51.38%,1,,,
2017/2/19,"72,421",00:01:29,51.69%,1,,,
2017/2/20,"78,166",00:01:22,51.74%,1,,,
